,solar,load,price
2022-06-02 11:00:00,2.7289033333333332,0.8137075195311666,0.16
2022-06-02 11:15:00,2.75345,0.9313754679361665,0.16
2022-06-02 11:30:00,2.8172666666666664,0.9782204182940833,0.16
2022-06-02 11:45:00,2.813743333333333,0.8326595052084167,0.16
2022-06-02 12:00:00,2.855463333333333,0.9977096557618332,0.16
2022-06-02 12:15:00,2.775733333333333,0.8891138305661666,0.16
2022-06-02 12:30:00,2.2045566666666665,0.7166436971030833,0.16
2022-06-02 12:45:00,2.1871266666666664,0.7475963236489167,0.16
2022-06-02 13:00:00,2.1833466666666665,0.7828606262205,0.16
2022-06-02 13:15:00,2.6670933333333333,0.8672258504229168,0.16
2022-06-02 13:30:00,2.737163333333333,0.8650584920246667,0.16
2022-06-02 13:45:00,2.6348,0.9350909016926667,0.16
2022-06-02 14:00:00,2.4702766666666665,0.8305685221354165,0.16
2022-06-02 14:15:00,2.000973333333333,0.72045859781875,0.16
2022-06-02 14:30:00,1.2982199999999997,0.40101968383791675,0.16
2022-06-02 14:45:00,1.1909333333333332,0.49337710571275006,0.16
2022-06-02 15:00:00,1.1537633333333333,0.4251579081218333,0.16
2022-06-02 15:15:00,2.0505333333333335,0.7378830566405834,0.16
2022-06-02 15:30:00,1.2607933333333334,0.4439660441080833,0.16
2022-06-02 15:45:00,1.1563999999999999,0.44208874511699997,0.16
2022-06-02 16:00:00,1.62008,0.6397322794593332,0.21
2022-06-02 16:15:00,0.9137566666666666,0.36721294657400005,0.21
2022-06-02 16:30:00,1.0002533333333332,0.5100175120036917,0.21
2022-06-02 16:45:00,1.1486066666666666,0.77103666687025,0.21
2022-06-02 17:00:00,1.0584933333333333,1.614444067637,0.21
2022-06-02 17:15:00,0.6267799999999999,1.5266245752973333,0.21
2022-06-02 17:30:00,0.48365333333333327,0.8803852386474166,0.21
2022-06-02 17:45:00,0.36495666666666665,1.53055497741725,0.21
2022-06-02 18:00:00,0.28823666666666664,1.9739749577840835,0.21
2022-06-02 18:15:00,0.2700133333333333,1.388417663574,0.21
2022-06-02 18:30:00,0.2532366666666666,2.783221448263,0.21
2022-06-02 18:45:00,0.12919666666666665,4.206724034628167,0.21
2022-06-02 19:00:00,0.049839999999999995,3.665002100626167,0.21
2022-06-02 19:15:00,0.018456666666666666,3.1863334846474167,0.21
2022-06-02 19:30:00,0.0049,2.906250202179833,0.21
2022-06-02 19:45:00,0.0005366666666666666,1.1114287592571668,0.21
2022-06-02 20:00:00,0.0,0.6426321589150834,0.21
2022-06-02 20:15:00,0.0,0.5400096244811667,0.21
2022-06-02 20:30:00,0.0,1.9523016815195835,0.21
2022-06-02 20:45:00,0.0,1.4659846979781666,0.21
2022-06-02 21:00:00,0.0,1.582033742269,0.16
2022-06-02 21:15:00,0.0,1.7379584147132499,0.16
2022-06-02 21:30:00,0.0,1.2316499532066667,0.16
2022-06-02 21:45:00,0.0,1.0407087885538333,0.16
2022-06-02 22:00:00,0.0,1.090596361796,0.16
2022-06-02 22:15:00,0.0,0.8386684188842499,0.16
2022-06-02 22:30:00,0.0,0.7943848571779999,0.16
2022-06-02 22:45:00,0.0,0.8977671203611666,0.16
2022-06-02 23:00:00,0.0,0.8103140360515,0.16
2022-06-02 23:15:00,0.0,0.7769127197266668,0.16
2022-06-02 23:30:00,0.0,0.9535580571492499,0.16
2022-06-02 23:45:00,0.0,0.6425242271424165,0.16
